Tid;Kanal A
(ns);(mV)

-3,99999989;5,63176600
-3,89999989;5,68097900
-3,79999989;5,72404000
-3,69999990;5,75479800
-3,59999990;5,77325200
-3,49999990;5,77325200
-3,39999990;5,75479800
-3,29999991;5,72404000
-3,19999991;5,68097900
-3,09999991;5,63176600
-2,99999992;5,57025100
-2,89999992;5,50258300
-2,79999992;5,42261300
-2,69999992;5,33033900
-2,59999993;5,22883800
-2,49999993;5,11811000
-2,39999993;4,99815400
-2,29999993;4,88127400
-2,19999994;4,77977300
-2,09999994;4,69980300
-1,99999994;4,64136300
-1,89999995;4,61060500
-1,79999995;4,60445400
-1,69999995;4,61368100
-1,59999995;4,62906000
-1,49999996;4,64751400
-1,39999996;4,65674200
-1,29999996;4,66289300
-1,19999997;4,66596900
-1,09999997;4,66596900
-0,99999997;4,66596900
-0,89999997;4,66596900
-0,79999998;4,66289300
-0,69999998;4,65674200
-0,59999998;4,64751400
-0,49999999;4,62906000
-0,39999999;4,61368100
-0,29999999;4,60445400
-0,19999999;4,61060500
-0,10000000;4,64136300
0,00000000;4,69980300
0,10000000;4,77977300
0,19999999;4,88127400
0,29999999;4,99815400
0,39999999;5,11811000
0,49999999;5,22883800
0,59999998;5,33341500
0,69999998;5,42261300
0,79999998;5,50258300
0,89999997;5,57332700
0,99999997;5,62869100
1,09999997;5,67175200
1,19999997;5,70251000
1,29999996;5,71788800
1,39999996;5,71788800
1,49999996;5,69943300
1,59999995;5,67175200
1,69999995;5,64407000
1,79999995;5,61946300
1,89999995;5,60408400
1,99999994;5,60100800
2,09999994;5,60716000
2,19999994;5,61946300
2,29999993;5,63484200
2,39999993;5,64407000
2,49999993;5,64407000
2,59999993;5,63484200
2,69999992;5,62253900
2,79999992;5,61023600
2,89999992;5,60408400
2,99999992;5,60408400
3,09999991;5,61023600
3,19999991;5,62253900
3,29999991;5,63484200
3,39999990;5,64407000
3,49999990;5,64407000
3,59999990;5,63484200
3,69999990;5,62253900
3,79999989;5,61023600
3,89999989;5,60408400
3,99999989;5,60408400
4,09999988;5,61023600
4,19999988;5,62253900
4,29999988;5,63484200
4,39999988;5,64407000
4,49999987;5,64407000
4,59999987;5,63484200
4,69999987;5,62253900
4,79999986;5,61023600
4,89999986;5,60408400
4,99999986;5,60408400
5,09999986;5,61023600
5,19999985;5,62253900
5,29999985;5,63484200
5,39999985;5,64407000
5,49999984;5,64407000
5,59999984;5,63484200
5,69999984;5,61946300
5,79999984;5,60716000
5,89999983;5,60100800
5,99999983;5,60408400
6,09999983;5,61946300
6,19999982;5,64407000
6,29999982;5,67175200
6,39999982;5,69943300
6,49999982;5,71788800
6,59999981;5,71788800
6,69999981;5,70251000
6,79999981;5,67175200
6,89999980;5,62869100
6,99999980;5,57332700
7,09999980;5,50258300
7,19999980;5,42261300
7,29999979;5,33341500
7,39999979;5,22883800
7,49999979;5,11811000
7,59999979;4,99507900
7,69999978;4,88127400
7,79999978;4,77669700
7,89999978;4,69672700
7,99999977;4,64443900
8,09999977;4,62290800
8,19999977;4,62598400
8,29999977;4,65059000
8,39999976;4,68750000
8,49999976;4,71825800
8,59999976;4,73671200
8,69999975;4,73978800
8,79999975;4,72440900
8,89999975;4,69057600
8,99999975;4,63828700
9,09999974;4,57062000
9,19999974;4,48757300
9,29999974;4,39222400
9,39999973;4,29072300
9,49999973;4,17691900
9,59999973;4,06003900
9,69999973;3,94623500
9,79999972;3,84781000
9,89999972;3,76783900
