Tid;Kanal A
(ns);(V)

-3,99999989;3,77199200
-3,89999989;3,77491400
-3,79999989;3,78214200
-3,69999990;3,79075400
-3,59999990;3,79767500
-3,49999990;3,79844400
-3,39999990;3,79290700
-3,29999991;3,78506400
-3,19999991;3,77752800
-3,09999991;3,77322200
-2,99999992;3,77337600
-2,89999992;3,77814300
-2,79999992;3,78614000
-2,69999992;3,79490600
-2,59999993;3,80136600
-2,49999993;3,80136600
-2,39999993;3,79490600
-2,29999993;3,78614000
-2,19999994;3,77814300
-2,09999994;3,77337600
-1,99999994;3,77337600
-1,89999995;3,77814300
-1,79999995;3,78614000
-1,69999995;3,79490600
-1,59999995;3,80136600
-1,49999996;3,80136600
-1,39999996;3,79490600
-1,29999996;3,78614000
-1,19999997;3,77814300
-1,09999997;3,77337600
-0,99999997;3,77337600
-0,89999997;3,77814300
-0,79999998;3,78614000
-0,69999998;3,79490600
-0,59999998;3,80136600
-0,49999999;3,80136600
-0,39999999;3,79490600
-0,29999999;3,78614000
-0,19999999;3,77814300
-0,10000000;3,77337600
0,00000000;3,77337600
0,10000000;3,77814300
0,19999999;3,78614000
0,29999999;3,79490600
0,39999999;3,80136600
0,49999999;3,80136600
0,59999998;3,79490600
0,69999998;3,78614000
0,79999998;3,77814300
0,89999997;3,77337600
0,99999997;3,77322200
1,09999997;3,77752800
1,19999997;3,78506400
1,29999996;3,79290700
1,39999996;3,79844400
1,49999996;3,79767500
1,59999995;3,79075400
1,69999995;3,78198800
1,79999995;3,77491400
1,89999995;3,77199200
1,99999994;3,77506800
2,09999994;3,78398800
2,19999994;3,79721300
2,29999993;3,81213100
2,39999993;3,82504900
2,49999993;3,83166200
2,59999993;3,83120100
2,69999992;3,82751000
2,79999992;3,82320400
2,89999992;3,82028200
2,99999992;3,82028200
3,09999991;3,82320400
3,19999991;3,82751000
3,29999991;3,83120100
3,39999990;3,83166200
3,49999990;3,82504900
3,59999990;3,81213100
3,69999990;3,79721300
3,79999989;3,78398800
3,89999989;3,77506800
3,99999989;3,77199200
4,09999988;3,77491400
4,19999988;3,78198800
4,29999988;3,79075400
4,39999988;3,79767500
4,49999987;3,79844400
4,59999987;3,79290700
4,69999987;3,78506400
4,79999986;3,77752800
4,89999986;3,77322200
4,99999986;3,77337600
5,09999986;3,77814300
5,19999985;3,78614000
5,29999985;3,79490600
5,39999985;3,80136600
5,49999984;3,80136600
5,59999984;3,79490600
5,69999984;3,78614000
5,79999984;3,77814300
5,89999983;3,77337600
5,99999983;3,77337600
6,09999983;3,77814300
6,19999982;3,78614000
6,29999982;3,79490600
6,39999982;3,80136600
6,49999982;3,80136600
6,59999981;3,79490600
6,69999981;3,78614000
6,79999981;3,77814300
6,89999980;3,77337600
6,99999980;3,77337600
7,09999980;3,77814300
7,19999980;3,78614000
7,29999979;3,79490600
7,39999979;3,80136600
7,49999979;3,80136600
7,59999979;3,79490600
7,69999978;3,78614000
7,79999978;3,77814300
7,89999978;3,77337600
7,99999977;3,77337600
8,09999977;3,77814300
8,19999977;3,78614000
8,29999977;3,79490600
8,39999976;3,80136600
8,49999976;3,80136600
8,59999976;3,79490600
8,69999975;3,78614000
8,79999975;3,77814300
8,89999975;3,77337600
8,99999975;3,77322200
9,09999974;3,77752800
9,19999974;3,78506400
9,29999974;3,79290700
9,39999973;3,79844400
9,49999973;3,79767500
9,59999973;3,79075400
9,69999973;3,78198800
9,79999972;3,77491400
9,89999972;3,77199200
