Tid;Kanal A
(ns);(V)

-3,99999989;0,78660180
-3,89999989;0,78758610
-3,79999989;0,78927780
-3,69999990;0,79109250
-3,59999990;0,79244580
-3,49999990;0,79244580
-3,39999990;0,79109250
-3,29999991;0,78927780
-3,19999991;0,78758610
-3,09999991;0,78660180
-2,99999992;0,78660180
-2,89999992;0,78758610
-2,79999992;0,78927780
-2,69999992;0,79109250
-2,59999993;0,79244580
-2,49999993;0,79244580
-2,39999993;0,79109250
-2,29999993;0,78927780
-2,19999994;0,78758610
-2,09999994;0,78660180
-1,99999994;0,78660180
-1,89999995;0,78758610
-1,79999995;0,78927780
-1,69999995;0,79109250
-1,59999995;0,79244580
-1,49999996;0,79244580
-1,39999996;0,79109250
-1,29999996;0,78927780
-1,19999997;0,78758610
-1,09999997;0,78660180
-0,99999997;0,78660180
-0,89999997;0,78758610
-0,79999998;0,78927780
-0,69999998;0,79109250
-0,59999998;0,79244580
-0,49999999;0,79244580
-0,39999999;0,79109250
-0,29999999;0,78927780
-0,19999999;0,78758610
-0,10000000;0,78660180
0,00000000;0,78660180
0,10000000;0,78758610
0,19999999;0,78927780
0,29999999;0,79109250
0,39999999;0,79244580
0,49999999;0,79244580
0,59999998;0,79109250
0,69999998;0,78927780
0,79999998;0,78758610
0,89999997;0,78660180
0,99999997;0,78660180
1,09999997;0,78758610
1,19999997;0,78927780
1,29999996;0,79109250
1,39999996;0,79244580
1,49999996;0,79244580
1,59999995;0,79109250
1,69999995;0,78927780
1,79999995;0,78758610
1,89999995;0,78660180
1,99999994;0,78660180
2,09999994;0,78758610
2,19999994;0,78927780
2,29999993;0,79109250
2,39999993;0,79244580
2,49999993;0,79244580
2,59999993;0,79109250
2,69999992;0,78927780
2,79999992;0,78758610
2,89999992;0,78660180
2,99999992;0,78660180
3,09999991;0,78758610
3,19999991;0,78927780
3,29999991;0,79109250
3,39999990;0,79244580
3,49999990;0,79244580
3,59999990;0,79109250
3,69999990;0,78927780
3,79999989;0,78758610
3,89999989;0,78660180
3,99999989;0,78660180
4,09999988;0,78758610
4,19999988;0,78927780
4,29999988;0,79109250
4,39999988;0,79244580
4,49999987;0,79244580
4,59999987;0,79109250
4,69999987;0,78927780
4,79999986;0,78758610
4,89999986;0,78660180
4,99999986;0,78660180
5,09999986;0,78758610
5,19999985;0,78927780
5,29999985;0,79109250
5,39999985;0,79244580
5,49999984;0,79244580
5,59999984;0,79109250
5,69999984;0,78927780
5,79999984;0,78758610
5,89999983;0,78660180
5,99999983;0,78660180
6,09999983;0,78758610
6,19999982;0,78927780
6,29999982;0,79109250
6,39999982;0,79244580
6,49999982;0,79244580
6,59999981;0,79109250
6,69999981;0,78927780
6,79999981;0,78758610
6,89999980;0,78660180
6,99999980;0,78660180
7,09999980;0,78758610
7,19999980;0,78927780
7,29999979;0,79109250
7,39999979;0,79244580
7,49999979;0,79244580
7,59999979;0,79109250
7,69999978;0,78927780
7,79999978;0,78758610
7,89999978;0,78660180
7,99999977;0,78660180
8,09999977;0,78758610
8,19999977;0,78927780
8,29999977;0,79109250
8,39999976;0,79244580
8,49999976;0,79244580
8,59999976;0,79109250
8,69999975;0,78927780
8,79999975;0,78761680
8,89999975;0,78660180
8,99999975;0,78657110
9,09999974;0,78749380
9,19999974;0,78903170
9,29999974;0,79069270
9,39999973;0,79189220
9,49999973;0,79170770
9,59999973;0,79026200
9,69999973;0,78844730
9,79999972;0,78694020
9,89999972;0,78632500
